Win-Loss Percentage,SO,IP,Age,Lg,H,R,ERA,SB,BA,OBP
0.417,93,123.1,27,NL,110,42,2.55,8,0.235,0.279
0.4,93,98,29,AL,106,66,5.51,1,0.279,0.386
0.231,93,109.2,30,NL,131,65,5.01,11,0.298,0.33
0.438,93,141.2,22,AL,165,98,5.59,5,0.285,0.351
0.385,93,69.1,29,NL,61,42,4.67,4,0.229,0.33
0.556,93,69.2,22,AL,55,29,3.36,9,0.216,0.312
0.5,93,105,32,AL,99,48,3.43,8,0.245,0.279
0.556,93,119.1,25,AL,115,70,5.05,11,0.253,0.342
0.474,93,139,33,NL,153,60,3.69,11,0.28,0.325
0.467,93,154.2,44,AL,163,110,5.12,12,0.267,0.324
0.3,93,171,26,AL,187,85,4.11,2,0.277,0.313
0.375,93,150,26,AL,158,103,5.94,12,0.272,0.367
0.538,93,107,29,AL,98,55,4.63,12,0.242,0.305
0.5,93,83,25,NL,61,30,1.95,3,0.204,0.311
0.5,93,74.2,28,NL,62,16,1.81,0,0.22,0.288
0.556,92,67.1,35,NL,70,30,3.74,7,0.26,0.319
0.5,92,70.1,26,AL,64,33,4.22,7,0.24,0.338
0.462,92,121.1,34,AL,145,80,5.71,3,0.291,0.333
0.182,92,77.2,30,NL,89,51,5.68,7,0.285,0.365
0.222,92,127,35,AL,168,91,6.02,9,0.315,0.362
0.3,92,67.1,28,AL,57,24,2.94,6,0.221,0.285
0.5,92,76,27,NL,57,22,2.49,3,0.207,0.279
0.667,92,96.1,28,AL,103,55,4.39,6,0.269,0.307
0.714,92,79,30,AL,57,23,2.05,3,0.201,0.264
0.455,92,117.1,28,AL,124,64,4.68,3,0.272,0.343
0.143,92,77,24,NL,66,39,4.09,1,0.231,0.321
0.286,92,70,25,AL,49,19,2.31,7,0.194,0.278
0.5,92,113,27,AL,115,62,4.38,7,0.263,0.341
0.333,92,143,27,NL,140,72,4.41,5,0.261,0.333
0.571,92,66,28,AL,46,29,3.82,2,0.193,0.284
0.455,92,70,31,NL,56,22,2.44,8,0.216,0.278
0.588,92,152.1,31,AL,155,66,3.84,3,0.261,0.301
0.625,92,68,21,NL,56,25,2.91,2,0.221,0.268
0.375,91,73.2,27,NL,55,26,3.05,3,0.204,0.263
0.5,91,112.2,31,NL,115,50,3.75,0,0.265,0.338
0.263,91,121.2,26,AL,129,81,5.18,11,0.269,0.341
0.727,91,69.2,33,AL,46,30,3.23,2,0.183,0.258
0.667,91,77.2,27,NL,60,18,1.97,0,0.21,0.243
0.652,91,198.2,36,AL,214,100,3.81,0,0.279,0.311
0.643,91,128.2,28,AL,128,64,3.92,8,0.26,0.307
0.6,91,69.2,25,AL,48,21,2.07,4,0.194,0.271
0.353,91,117.2,23,NL,120,53,4.05,5,0.267,0.335
0.526,91,152.1,39,AL,161,62,3.43,1,0.266,0.292
0.636,91,67,26,AL,58,22,2.96,2,0.234,0.323
0.273,91,183,30,AL,224,102,4.82,18,0.301,0.337
0.5,91,82.2,29,AL,87,48,5.12,4,0.267,0.332
0.583,91,92,30,NL,84,34,2.93,2,0.246,0.283
0.667,91,138.1,22,NL,158,77,4.23,5,0.292,0.352
0.591,90,176,31,AL,181,80,3.89,10,0.265,0.317
0.417,90,82.1,28,NL,88,53,5.36,2,0.271,0.339
0.333,90,69,28,AL,58,20,2.61,0,0.225,0.273
0.429,90,120.2,25,AL,97,61,4.18,16,0.22,0.322
0.75,90,76,36,AL,55,22,2.25,6,0.201,0.293
0.615,90,67,27,NL,38,19,2.15,1,0.162,0.247
0.643,90,136.2,27,NL,123,55,3.56,2,0.24,0.289
0.875,90,74.2,25,NL,53,20,2.17,5,0.198,0.291
0.368,90,159,32,AL,163,84,4.64,22,0.264,0.313
0.538,90,119.1,24,NL,132,50,3.54,6,0.288,0.341
0.636,90,126.2,23,NL,127,64,4.33,6,0.262,0.334
0.714,90,71.1,27,AL,48,15,1.89,2,0.189,0.242
0.385,90,112.1,30,NL,112,50,3.85,8,0.261,0.306
0.4,90,126,28,AL,135,62,3.93,10,0.277,0.339
0.571,90,173,25,AL,184,76,3.54,15,0.274,0.308
0.684,90,152,25,NL,142,52,2.96,15,0.249,0.306
0.583,90,74.2,27,NL,58,25,2.65,3,0.21,0.279
0.4,89,70,27,NL,62,31,3.21,2,0.233,0.298
0.667,89,84,33,AL,64,34,3.32,6,0.206,0.277
0.667,89,104.1,25,AL,115,56,4.31,3,0.281,0.354
0.2,89,67,29,NL,61,31,4.16,0,0.24,0.302
0.333,89,67.2,30,NL,45,24,2.93,2,0.186,0.274
0.4,89,93.2,26,NL,103,64,5.38,6,0.278,0.35
0.429,89,103,24,NL,106,61,5.16,10,0.26,0.311
0.889,89,76.2,30,NL,49,12,1.29,4,0.182,0.258
0.667,89,70,26,NL,63,24,2.7,4,0.233,0.297
0.6,89,118.1,26,NL,98,43,2.81,3,0.223,0.291
0.7,89,82.1,31,NL,68,23,1.97,0,0.222,0.26
0.4,89,66,23,AL,44,28,3.27,12,0.183,0.285
0.471,89,125,30,AL,146,67,4.68,3,0.291,0.345
0.625,89,79.1,29,AL,57,25,2.72,6,0.203,0.296
0.538,89,131.1,26,NL,127,63,3.91,7,0.257,0.316
0.4,89,105.1,25,AL,111,48,3.93,11,0.271,0.321
0.222,89,138.1,28,AL,151,81,4.75,2,0.277,0.313
0.261,89,153.2,28,AL,174,111,5.86,14,0.289,0.382
0.444,89,78,27,AL,69,40,4.15,7,0.247,0.308
0.522,89,171,31,NL,176,89,4.21,7,0.268,0.315
0.538,89,107.1,35,AL,112,64,5.2,15,0.27,0.328
0.438,89,130.2,33,NL,134,66,3.79,10,0.26,0.304
0.375,89,130,31,NL,146,68,4.22,3,0.28,0.322
0.2,89,146,27,AL,139,57,3.33,2,0.252,0.301
0.632,89,165.1,26,AL,157,80,4.25,0,0.248,0.274
0.667,89,157,33,AL,171,85,4.64,20,0.279,0.329
0.364,89,78.1,26,NL,47,30,3.22,7,0.17,0.223
0.727,89,103.2,31,AL,92,31,2.34,1,0.231,0.241
0.273,89,117,34,NL,104,53,3.69,11,0.236,0.286
0.667,88,95.2,29,AL,85,51,4.61,3,0.235,0.284
0.545,88,66.1,33,AL,47,17,1.9,15,0.198,0.316
0.571,88,115.2,24,AL,102,52,3.81,1,0.237,0.307
0.364,88,109,27,NL,112,57,4.21,5,0.267,0.284
0.571,88,69.1,28,NL,55,19,2.47,1,0.217,0.284
0.455,88,77.1,26,NL,63,36,4.19,2,0.22,0.306
0.727,88,79,34,NL,65,25,2.73,5,0.221,0.27
0.889,88,78.2,27,AL,57,24,2.75,6,0.2,0.276
0.5,88,77.2,29,AL,57,23,2.55,4,0.204,0.263
0.625,88,75.1,25,NL,47,19,1.67,4,0.171,0.237
0.533,88,121,29,NL,145,77,5.5,2,0.297,0.36
0.615,88,109.2,26,AL,112,50,3.94,4,0.271,0.323
0.5,88,129,34,NL,116,50,3.42,3,0.241,0.286
0.5,88,113.1,23,AL,111,48,3.57,5,0.26,0.317
0.857,88,70.1,24,AL,62,22,2.43,6,0.233,0.3
0.714,88,97,30,NL,81,34,3.06,2,0.227,0.305
0.333,88,92.2,27,NL,83,45,4.08,8,0.243,0.305
0.435,88,159.1,26,AL,169,88,4.41,4,0.276,0.355
0.444,87,71.2,26,NL,67,30,3.52,3,0.246,0.343
0.429,87,72.2,29,NL,59,31,3.59,1,0.216,0.293
0.538,87,119,33,AL,121,49,3.48,7,0.258,0.303
0.444,87,99.1,27,AL,104,49,4.17,3,0.263,0.33
0.556,87,76.1,30,AL,64,43,3.66,1,0.222,0.307
0.375,87,68,27,AL,41,23,2.51,2,0.177,0.261
0.667,87,70,24,NL,59,23,1.8,2,0.219,0.286
0.9,87,74.1,29,AL,57,20,2.3,0,0.207,0.253
0.333,87,70.1,28,NL,45,18,2.3,2,0.184,0.268
0.25,87,70.1,24,NL,57,25,3.2,2,0.223,0.337
0.313,87,120.1,35,AL,133,81,5.76,3,0.274,0.316
1,87,70.1,26,AL,48,20,2.43,4,0.189,0.271
0.857,87,88.1,28,NL,70,27,2.34,12,0.215,0.296
0.571,87,79.1,28,AL,59,24,2.5,12,0.202,0.277
0.364,87,91.1,32,AL,77,41,3.45,3,0.226,0.29
0.267,87,123.2,24,AL,122,68,4.73,4,0.256,0.321
0.333,87,105.1,22,AL,119,66,5.64,11,0.287,0.371
0.389,87,140.2,26,AL,176,99,5.57,14,0.303,0.362
0.667,87,88,26,NL,64,35,2.97,16,0.2,0.316
0.455,86,124,28,NL,131,58,3.99,8,0.272,0.333
0.273,86,102,29,AL,128,82,6.79,2,0.305,0.37
0.4,86,105,25,AL,106,62,4.89,10,0.262,0.361
0.5,86,166.2,30,AL,156,75,3.4,8,0.25,0.326
0.444,86,74.2,28,NL,68,26,3.01,4,0.239,0.314
0.385,86,101.2,24,AL,120,64,5.31,15,0.295,0.365
0.5,86,67.1,32,AL,40,20,2.54,6,0.172,0.225
0.455,86,84.2,24,NL,81,52,4.68,4,0.256,0.36
0.25,86,72,26,AL,57,23,2.75,0,0.214,0.255
0.5,86,78,25,NL,59,16,1.85,2,0.207,0.261
0.353,86,164.2,31,AL,198,86,4.26,8,0.304,0.359
0.375,86,131.2,28,NL,170,88,5.33,5,0.31,0.362
0.5,86,77.2,24,NL,71,44,4.87,5,0.239,0.323
0.5,86,113,22,AL,107,59,4.3,9,0.253,0.305
0.25,86,65.2,24,NL,62,31,3.7,2,0.248,0.337
0.429,86,80,26,NL,58,32,3.15,7,0.201,0.306
0.313,86,133.1,35,NL,173,94,5.74,15,0.318,0.383
0.429,86,107,22,NL,117,56,4.54,5,0.28,0.323
0.444,86,72,30,NL,49,23,2.75,3,0.191,0.246
0.5,86,73.2,28,NL,59,19,1.95,6,0.212,0.276
0.857,86,70,32,NL,56,17,1.93,3,0.221,0.3
0.538,86,111,20,NL,119,40,3,8,0.272,0.318
0.538,86,116.1,24,NL,120,63,4.64,6,0.27,0.333
0.556,86,102.2,23,NL,85,45,3.51,0,0.222,0.276
0.3,85,80,28,NL,92,60,6.19,10,0.29,0.348
0.375,85,82.1,24,NL,76,49,5.03,1,0.242,0.317
0.2,85,83.1,27,NL,68,29,2.92,5,0.222,0.289
0.571,85,79.2,22,NL,59,28,2.49,4,0.201,0.279
0.4,85,103.2,28,NL,92,62,5.3,9,0.245,0.403
0.571,85,68.2,33,AL,57,29,3.67,8,0.223,0.29
0.375,85,92.2,28,AL,87,45,4.18,4,0.247,0.307
0.364,85,113,30,NL,108,58,4.3,15,0.252,0.318
0.412,85,133.2,33,AL,145,72,4.31,7,0.273,0.335
0.462,85,97,33,AL,105,66,5.66,9,0.279,0.371
0.583,85,101.1,27,NL,114,57,4.71,5,0.284,0.325
0.364,85,98,24,AL,110,52,4.5,3,0.281,0.359
0.429,85,118,30,AL,126,74,5.42,5,0.276,0.359
0.6,85,77.2,25,NL,69,32,3.48,8,0.24,0.321
0.556,85,104,24,NL,99,40,3.38,8,0.252,0.287
0.5,85,92,27,NL,79,34,3.13,4,0.232,0.303
0.636,85,116,29,NL,113,51,3.26,11,0.261,0.339
0.5,85,102,29,AL,113,74,6.44,15,0.276,0.349
0.471,85,124.2,24,AL,130,68,4.62,6,0.27,0.327
0.4,85,65,36,AL,38,17,2.35,0,0.164,0.194
0.5,85,76.2,28,NL,64,31,3.4,6,0.226,0.307
0.5,85,128,26,NL,151,78,5.13,4,0.297,0.347
0.462,84,72.1,26,AL,69,34,3.98,6,0.247,0.314
0.429,84,87.2,27,NL,83,42,4.11,5,0.249,0.31
0.533,84,101.1,28,NL,102,55,4.44,1,0.258,0.298
0.438,84,92,35,NL,100,60,5.77,9,0.276,0.338
0.556,84,86.2,23,AL,71,35,3.43,3,0.225,0.301
0.333,84,90.2,26,NL,90,59,4.96,10,0.254,0.325
0.429,84,77.2,26,NL,63,25,2.55,8,0.22,0.298
0.714,84,77,19,NL,81,32,3.39,7,0.274,0.349
0.5,84,148.1,36,AL,186,101,5.95,5,0.31,0.363
0.5,84,69,27,AL,70,28,3,4,0.258,0.322
0.429,84,97.1,35,AL,101,51,4.35,1,0.264,0.326
0.444,84,65.1,28,NL,58,26,3.17,5,0.237,0.296
0.333,84,89.1,22,NL,90,41,4.03,5,0.266,0.343
0.625,84,124.1,22,AL,129,55,3.62,2,0.267,0.321
0.583,84,100,23,NL,90,42,3.42,10,0.243,0.327
0.625,84,71,34,AL,59,31,3.68,1,0.228,0.288
0.25,84,72.2,27,NL,55,32,3.72,8,0.205,0.283
0.25,84,67,36,AL,49,28,3.63,3,0.2,0.254
0.524,84,180.2,25,NL,199,103,4.73,4,0.283,0.329
0.545,84,95,32,NL,79,46,4.07,2,0.226,0.287
0.455,84,162.2,21,AL,188,96,4.92,10,0.288,0.333
0.308,84,119.1,31,AL,123,65,4.53,13,0.267,0.327
0.286,84,140,43,AL,153,92,5.34,24,0.272,0.32
0.7,83,69.2,27,AL,57,31,3.88,4,0.224,0.301
0.357,83,90.1,33,AL,87,55,4.88,0,0.254,0.329
0.6,83,74,28,NL,52,27,3.04,4,0.195,0.259
0.6,83,78.1,26,NL,63,22,2.53,0,0.217,0.29
0.308,83,113.1,23,NL,131,70,5.4,8,0.292,0.378
0.333,83,68.2,25,NL,62,16,2.1,2,0.239,0.308
0.647,83,123.1,36,AL,91,44,3.06,18,0.202,0.27
0.25,83,100.2,30,AL,97,53,4.47,13,0.255,0.346
0.333,83,85.1,30,NL,77,41,3.9,5,0.241,0.31
0.2,83,81.1,29,AL,105,64,6.2,11,0.305,0.363
0.8,83,67.2,24,NL,63,33,3.86,5,0.251,0.346
0.5,83,104,35,NL,81,28,2.25,14,0.21,0.263
0.182,83,96.2,23,NL,97,57,4.93,10,0.261,0.345
0.308,83,115.2,30,AL,128,69,4.9,10,0.284,0.345
0.75,83,107.2,24,NL,108,48,3.68,4,0.267,0.306
0.1,83,91.2,26,NL,95,63,5.11,7,0.27,0.356
0.429,82,68,33,AL,55,22,2.91,2,0.221,0.301
0.6,82,72,24,NL,55,24,2.75,7,0.21,0.284
0.429,82,110,29,AL,118,72,5.65,7,0.271,0.337
0.286,82,84.1,32,NL,82,61,6.08,5,0.258,0.355
0.444,82,74.2,32,AL,62,41,4.7,3,0.221,0.301
0.444,82,78.2,23,NL,54,42,4.46,6,0.192,0.292
0.071,82,112,33,AL,145,89,6.91,12,0.311,0.351
0.667,82,91.2,26,NL,84,51,4.61,4,0.244,0.363
0.167,82,71.2,30,NL,54,28,3.01,11,0.201,0.253
0.727,82,74,26,AL,53,24,2.92,10,0.201,0.289
0.533,82,119.2,23,NL,138,85,5.19,7,0.28,0.345
0.545,82,99.1,24,NL,106,66,5.89,2,0.273,0.343
0.545,82,97.1,25,AL,97,51,4.53,2,0.258,0.316
0.467,82,112,29,AL,117,62,4.98,1,0.274,0.33
0.571,82,74,21,AL,55,23,2.68,6,0.206,0.251
0.4,82,108.2,32,AL,121,58,4.64,5,0.279,0.332
0.75,82,65.1,32,AL,47,13,1.52,3,0.198,0.257
0.455,82,86,26,AL,71,44,3.66,9,0.226,0.298
0.583,82,108,32,AL,104,50,4,7,0.253,0.318
0.636,82,70.1,29,NL,47,22,2.18,4,0.188,0.257
0.583,82,90.1,30,AL,91,35,2.89,6,0.257,0.285
0.5,82,77.2,28,AL,74,32,3.59,4,0.243,0.279
0.714,82,70.1,29,AL,41,15,1.92,4,0.169,0.227
0.556,82,66.2,36,AL,53,27,3.38,9,0.211,0.311
0.538,82,135.1,28,NL,141,76,4.99,12,0.269,0.328
0.462,82,111.2,32,NL,139,71,5.32,3,0.306,0.362
0.538,81,90,33,AL,89,49,4.8,2,0.258,0.333
0.308,81,102.1,31,AL,111,71,5.98,13,0.273,0.343
0.385,81,68.2,25,AL,59,32,3.41,3,0.23,0.311
0.364,81,73,23,AL,78,51,5.79,1,0.271,0.353
0.5,81,72,26,NL,70,34,3.75,2,0.25,0.306
0.389,81,122.1,23,AL,148,94,5.81,7,0.304,0.351
0.267,81,136,27,AL,164,96,6.02,1,0.296,0.349
0.4,81,71.1,27,NL,64,36,4.54,6,0.242,0.314
0.545,81,94.1,36,NL,81,45,4.01,9,0.228,0.304
0.778,81,98.1,33,NL,80,25,2.01,0,0.22,0.268
0.368,81,146.1,45,AL,172,97,5.78,1,0.291,0.319
0.5,81,85,25,NL,89,47,4.55,4,0.275,0.343
0.4,81,66.1,26,AL,45,23,2.98,4,0.192,0.278
0.5,81,86,27,NL,88,48,4.81,6,0.269,0.325
1,81,70.1,25,AL,51,22,2.56,5,0.202,0.265
0.875,81,77.2,29,AL,57,35,3.59,11,0.205,0.302
0.333,81,92.1,33,NL,78,46,4.19,12,0.236,0.342
0.3,81,86.1,27,NL,97,53,5.21,8,0.284,0.363
0.545,81,76.2,30,NL,72,38,3.99,8,0.251,0.34
0.25,81,68,30,NL,39,24,2.91,3,0.167,0.268
0.75,81,71,27,AL,58,23,2.66,1,0.221,0.291
0.556,81,78.2,25,AL,81,38,3.78,5,0.262,0.336
0.833,81,77.1,29,NL,64,16,1.63,4,0.232,0.283
0.364,81,105.2,34,NL,125,57,4.26,2,0.295,0.33
1,81,76,24,AL,62,20,2.37,8,0.219,0.265
0.6,81,120.1,30,NL,115,51,3.74,5,0.256,0.319
0.375,81,98,25,AL,112,61,4.87,2,0.284,0.349
0.833,81,79,26,NL,76,42,4.56,16,0.253,0.33
0.5,81,136.1,23,AL,142,62,3.76,7,0.275,0.332
0.4,81,170,24,AL,193,104,4.98,9,0.285,0.339
0.857,80,66.2,32,AL,40,20,2.7,3,0.168,0.202
0.231,80,88.2,31,NL,99,61,5.79,5,0.282,0.358
0.333,80,82.1,30,AL,80,46,4.92,3,0.248,0.325
0.4,80,67,29,AL,58,35,4.7,2,0.231,0.33
0.714,80,120.1,29,NL,121,72,5.01,0,0.265,0.337
0.286,80,72,28,NL,52,22,2.38,1,0.199,0.272
0.429,80,72,27,NL,57,35,4,4,0.215,0.306
0.75,80,98.1,24,AL,101,52,4.3,2,0.264,0.322
0.667,80,83,25,NL,78,43,4.45,3,0.244,0.323
0.778,80,80,35,NL,55,23,2.48,9,0.194,0.264
0.429,80,72.2,31,NL,77,31,3.84,5,0.27,0.347
0.625,80,70.2,30,AL,48,20,2.29,2,0.191,0.243
0.5,80,102.2,25,NL,102,63,4.82,13,0.258,0.343
0.6,80,71.2,26,AL,80,46,5.02,13,0.28,0.342
0.35,80,142.1,30,NL,172,102,6.32,7,0.302,0.359
0.625,80,102,24,AL,113,41,3.35,6,0.284,0.332
0.25,80,65,27,AL,48,33,3.74,6,0.199,0.288
0.2,80,97,24,NL,89,59,4.73,15,0.243,0.315
0.625,80,90.1,26,NL,92,39,3.69,3,0.264,0.308
0.75,80,73.1,25,AL,42,18,2.09,4,0.166,0.256
0.308,80,115,33,NL,119,58,4.15,19,0.269,0.324
0.833,80,114,28,AL,84,37,2.61,9,0.204,0.299
0.625,80,113,31,NL,120,55,4.22,7,0.273,0.317
0.5,79,70.2,29,NL,72,37,4.71,7,0.262,0.331
0.214,79,104.1,26,NL,126,85,6.73,1,0.296,0.355
0.556,79,67.2,29,AL,59,30,3.99,3,0.232,0.3
0.333,79,69,35,AL,51,33,4.3,1,0.202,0.267
0,79,76.2,28,AL,61,37,3.99,6,0.218,0.298
0.714,79,65,25,NL,34,20,2.49,8,0.154,0.272
0.5,79,73,24,NL,55,14,1.73,4,0.207,0.266
0.4,79,114.2,33,NL,121,72,4.94,11,0.27,0.336
0.2,79,120,33,AL,127,87,5.92,26,0.27,0.365
0.8,79,65.2,27,AL,51,16,1.92,0,0.214,0.261
0.364,79,88.1,27,NL,85,46,4.48,9,0.251,0.302
0.667,79,110.2,26,NL,112,43,2.85,0,0.265,0.303
0.417,79,116.1,23,NL,116,59,4.26,1,0.264,0.299
0.667,79,124,25,NL,124,42,2.69,2,0.259,0.326
0.545,79,86.2,26,AL,88,50,4.98,3,0.265,0.342
0.538,79,81.2,29,NL,78,30,2.76,9,0.262,0.323
0.391,79,187.1,22,AL,216,110,4.85,2,0.29,0.339
0.462,79,93.2,33,NL,94,53,4.04,15,0.258,0.311
0.8,79,70.1,24,AL,54,26,3.33,10,0.211,0.332
0.556,79,67,31,NL,61,29,3.63,10,0.239,0.345
0.5,79,75.2,28,NL,66,21,2.26,9,0.234,0.282
0.556,79,69.2,28,NL,73,34,4.39,9,0.269,0.343
0.75,79,71.2,29,NL,67,22,2.64,11,0.243,0.312
0.5,79,71,22,AL,52,22,2.79,3,0.203,0.284
0.333,79,71,30,NL,54,32,3.8,5,0.206,0.304
0.429,79,122.1,23,AL,127,70,4.27,9,0.267,0.34
0.083,79,108.1,27,NL,106,54,4.07,16,0.26,0.335
0.6,78,87.1,33,NL,76,36,3.5,7,0.234,0.312
0.583,78,109.1,27,AL,115,61,4.86,2,0.267,0.314
0.5,78,79.2,27,AL,73,41,4.29,2,0.242,0.308
0.571,78,70.1,32,NL,45,19,2.18,0,0.182,0.287
0.333,78,65.1,32,NL,43,31,4.13,8,0.185,0.272
0.545,78,86.2,31,AL,86,46,4.36,2,0.258,0.322
0.25,78,114.1,34,AL,139,89,6.77,10,0.296,0.376
0.5,78,82.1,33,NL,65,26,2.73,5,0.217,0.295
0.545,78,85,25,NL,91,34,3.6,1,0.272,0.31
0.889,78,67.1,29,AL,33,8,0.94,4,0.144,0.211
0.875,78,83.2,31,AL,77,35,3.66,8,0.245,0.304
0.6,78,105.2,24,AL,99,41,3.49,3,0.248,0.304
0.571,78,110.2,34,NL,99,45,3.58,9,0.239,0.284
0.5,78,83.1,33,NL,62,38,3.89,12,0.209,0.332
0.692,78,121,36,AL,107,46,3.27,5,0.237,0.294
0.4,78,106.1,23,NL,100,44,3.39,1,0.249,0.318
0.25,78,78.1,27,NL,73,27,2.64,11,0.25,0.322
0.235,78,119.1,22,NL,133,59,4.3,4,0.284,0.349
0.75,78,89.1,28,AL,80,35,3.53,4,0.242,0.3
0.75,78,70.1,29,AL,57,25,2.56,2,0.222,0.273
0.167,78,70.1,28,NL,68,45,5.37,20,0.252,0.336
0.769,78,130.2,27,AL,122,42,2.62,3,0.248,0.301
0.643,77,83.2,34,NL,58,35,3.55,6,0.194,0.287
0.143,77,78,28,AL,90,60,6.92,4,0.292,0.376
0.308,77,102.1,27,AL,115,68,5.54,4,0.283,0.342
0.4,77,86.2,23,NL,112,63,5.71,6,0.313,0.365
0.4,77,115.2,24,AL,126,57,4.05,7,0.276,0.337
0.5,77,125,24,AL,135,66,3.96,7,0.274,0.348
0.333,77,112,28,NL,119,59,4.5,5,0.272,0.325
0.714,77,66.2,26,AL,58,24,3.1,9,0.23,0.288
0.294,77,140.1,23,AL,150,79,4.55,4,0.275,0.342
0.417,77,92.2,30,AL,91,53,4.56,9,0.25,0.333
0.455,77,83.1,25,AL,78,51,5.18,12,0.242,0.324
0.833,77,66.1,28,AL,51,15,2.04,7,0.213,0.274
0.273,77,118,22,NL,116,55,3.74,18,0.262,0.344
0.5,77,77.2,22,NL,76,29,3.13,3,0.263,0.324
0.692,77,105.1,28,AL,92,38,3.25,2,0.235,0.305
0.571,77,84.1,22,AL,79,24,2.35,12,0.25,0.301
0.467,77,133.2,25,AL,161,85,5.45,1,0.302,0.337
0.522,77,154,30,NL,175,90,4.79,6,0.287,0.331
0.625,77,69.1,26,NL,49,27,3.38,2,0.193,0.281
0.625,77,82.2,23,NL,93,39,4.14,2,0.285,0.346
0.5,77,80.1,37,NL,71,34,3.81,4,0.24,0.312
0.368,77,127.2,29,AL,158,92,6.34,15,0.302,0.365
0.429,77,71.2,24,AL,71,37,4.4,10,0.253,0.308
0.429,77,75,30,NL,54,20,2.16,5,0.2,0.286
0.667,77,75,26,AL,73,31,3.24,8,0.248,0.292
0.636,77,76.2,34,NL,61,30,3.52,9,0.218,0.264
0.625,76,70.2,26,AL,63,32,3.57,6,0.24,0.293
0.5,76,124.2,24,NL,161,99,6.71,5,0.313,0.384
0.818,76,78,30,AL,61,38,3.81,6,0.213,0.301
0.7,76,93,33,AL,76,32,3,7,0.221,0.256
0.5,76,86,27,AL,90,48,4.5,5,0.264,0.326
0.75,76,66,27,NL,53,25,3,5,0.222,0.329
0.667,76,74.2,31,AL,65,30,3.38,2,0.227,0.293
0.286,76,69.1,24,AL,64,35,4.15,12,0.246,0.331
0.25,76,85,25,AL,90,46,4.55,9,0.274,0.34
0.286,76,92.2,27,NL,111,55,4.86,7,0.303,0.345
0.571,76,110,29,NL,132,63,4.91,2,0.297,0.356
0.5,76,99.1,25,NL,101,63,4.98,13,0.262,0.349
0.6,76,72.1,27,AL,66,25,2.99,1,0.239,0.287
0.545,76,71.2,29,NL,46,19,2.13,5,0.181,0.232
0.143,76,66.1,37,AL,61,24,2.85,6,0.244,0.326
0.333,76,78.2,26,AL,63,27,2.97,1,0.219,0.282
0.667,76,67.1,25,NL,51,16,1.74,3,0.209,0.311
0.313,76,135,29,NL,161,71,4.53,2,0.296,0.328
0.667,76,80,32,AL,74,41,4.28,1,0.244,0.285
0.571,76,77,28,AL,70,38,4.32,8,0.239,0.307
0.333,76,92,29,NL,106,44,4.11,2,0.291,0.327
0.4,76,93,24,AL,100,53,4.84,5,0.272,0.33
0.308,76,92.2,22,NL,89,48,4.37,1,0.257,0.341
0.462,76,113,31,NL,145,71,5.58,10,0.316,0.356
0.429,76,76.1,26,AL,64,38,3.77,8,0.224,0.308
0.5,76,70,27,AL,53,20,2.57,4,0.207,0.283
0.5,76,74.2,35,AL,43,9,0.6,2,0.167,0.219
0.412,76,148.1,29,AL,183,91,4.49,11,0.305,0.364
0.571,76,132,32,NL,154,74,4.43,6,0.294,0.35
0.632,76,141.2,27,NL,143,71,4.19,6,0.26,0.32
0.5,76,106,24,NL,118,57,4.84,5,0.293,0.357
0.333,76,74.2,25,AL,45,18,1.93,8,0.176,0.263
0.286,76,100,24,NL,105,63,5.49,4,0.276,0.345
0.5,76,103,26,AL,110,61,4.81,16,0.272,0.337
0.417,76,67,29,AL,57,34,3.9,11,0.226,0.309
0.286,75,82.2,22,AL,92,61,6.42,1,0.275,0.332
0.667,75,81,27,AL,75,42,4.11,4,0.246,0.318
0.833,75,72.2,28,AL,58,20,2.48,3,0.221,0.263
0.067,75,106.1,32,NL,141,82,6.09,7,0.313,0.36
0.462,75,118.2,27,NL,133,62,4.25,3,0.289,0.347
0.444,75,71.2,25,NL,62,30,3.64,4,0.229,0.292
0.5,75,89.2,24,AL,84,40,3.51,1,0.254,0.31
0.333,75,68.1,27,AL,49,20,2.63,2,0.206,0.259
0.429,75,67.1,35,AL,65,31,4.14,6,0.253,0.31
0.214,75,124.1,32,NL,157,85,5.43,15,0.31,0.369
0.444,75,67.1,27,AL,48,30,3.74,7,0.197,0.323
0.538,75,97.1,29,AL,107,54,4.9,8,0.277,0.329
0.143,75,69.2,20,AL,48,21,2.58,2,0.191,0.241
0.429,75,121,33,NL,108,57,3.87,18,0.237,0.327
0.563,75,116.1,24,AL,119,61,4.41,4,0.267,0.343
0,75,65,29,AL,45,19,2.63,4,0.192,0.269
0.6,75,118,27,AL,128,63,4.19,7,0.27,0.328
0.727,75,87,30,NL,83,40,3.52,1,0.247,0.303
0.4,75,86.1,30,NL,79,34,3.44,4,0.242,0.287
0.167,75,84,29,AL,80,51,5.36,6,0.254,0.326
0.333,75,66.2,26,NL,50,28,3.78,11,0.208,0.305
0.417,75,107,24,NL,112,50,3.53,8,0.271,0.333
0.25,75,84.1,23,NL,102,62,6.4,8,0.3,0.388
0.455,75,75,26,NL,50,20,2.28,2,0.186,0.25
0.538,75,112.1,22,AL,112,41,2.8,8,0.257,0.302
0.389,75,141.1,27,AL,181,98,5.48,16,0.313,0.363
0.5,75,92,28,AL,91,61,5.58,1,0.256,0.377
0.556,75,94,29,AL,84,31,2.87,4,0.237,0.287
